org	name	tbl1	tbl2	tbl3	tbl4	tbl5	tbl6	value1	value2	value3	value4	value5	value6	desc1	desc2	desc3	desc4	type	text1	text2	perm1	perm2	perm3	perm4	perm5	perm6	perm7	perm8	perm9	perm10	perm11	perm12	perm13	perm14	perm15	perm16	perm17	perm18	perm19	perm20	oleptr	desc5	desc6	desc7	desc8	tbl7	tbl8	tbl9	tbl10	tbl11	tbl12	tbl13	tbl14	tbl15	tbl16	value7	value8	value9	value10	value11	value12	value13	value14	value15
PL_14	Traffic Division Reduction													Traffic Safety				N	"The Mayor’s budget guidance instructed General Fund bureaus to include reductions of 5% from their FY 2016-17 Current Appropriation Level targets. This is to allow the Mayor to determine if there are budget realignments that should be made within bureaus and between bureaus to fund the Council priorities of response to the housing and homelessness crisis; the preservation of core public safety functions to respond to the epidemic of gun-related violence and to proactively engage with the community; as well as other City needs. The following reductions to specialty units will be highly detrimental to the service delivery capacity of the bureau, but preserve the bureau’s core emergency response and investigative functions.

The Traffic Division would be eliminated, including the photo radar and red light camera enforcement programs.  Primary responsibility for traffic safety will be assumed by precinct patrol.  The Canine and Emergency Management Unit will be transferred to other divisions within the bureau.  The bureau's major crash investigation team would become a detatched assignment.  Motorcycle officers would be deployed among the precincts as part of normal patrol operations.

"	"The elimination of this specialty unit will have several negative impacts on the bureau’s capabilities.  The division performs focused, high-visibility and grant-funded traffic safety enforcement missions that would not otherwise be performed.  The Traffic Division issues roughly 80,000 traffic citations each year, which is 94% of all Portland traffic citations, which would not otherwise be issued.  Traffic officers are the primary responders to DUII cases, and their targeted missions interdict roughly 80% of DUII offenders that would not otherwise be stopped.  Their familiarity with the complex on-scene process involved with DUII stops makes them substantially more efficient than most patrol officers.  Roughly 4,700 additional hours of precinct officer time would be spent processing the 20% of remaining DUII cases.  The major crash investigations team would become a detached assignment of officers assigned to regular duties in core functions.  The sworn staff required to issue citations of the red light camera program and photo radar speed enforcement program would be eliminated and those programs discontinued and more than 38,000 annual citations would no longer be issued.  Motorcycle officers would be dispersed to precinct patrol duties.  Coordination and availability of their operation for dignitary protection and special events would be significantly reduced.  Grant funding for traffic safety enforcement would no longer be available because it is predicated on the bureau having a dedicated traffic safety division.  Because of the elimination of the focused patrol and enforcement provided by the Traffic Division, the impacts of cutting the division is anticipated to increase the number of traffic collisions, number of driving while impaired and/or distracted, and number of traffic accident fatalities.  The bureau was already anticipating negative impacts on traffic safety resulting from the legalization of marijuana in the State of Oregon based on the State of Colorado’s experience with recreational marijuana legalization. In Colorado, in the first year that retail Marijuana was legalized, there was a 32% increase in marijuana-related traffic deaths, and marijuana-related traffic deaths increased from 10% to 20% of all traffic deaths.   There has already been one marijuana-related traffic death in Portland in 2016.
"																												Y			INCLUDE	02	REDUCTION											
PL_15	CIP: Justice Center Elevators													Strategy & Finance				N	"The Justice Center, located at 1111 SW 2nd Ave, is served by three elevators.  The assets were installed in 1983 and serve 300 plus Police employees within the building.  The three elevators are frequently and sporadically out of service, have multiple entrapments each week, pose health and safety risks to building residents.  One employee had to be extracted by PF&R, hauled up the shaft on a rope.  The existing assets are obsolete, making repair difficult, expensive, and often impossible.


The Portland Police Bureau has over 300 employees operating out of the Justice Center located at 1111 SW 2nd Ave.  Employee duties range widely within the building from drug and homicide investigations to forensics, finance and administration, and day to day patrol operations.   Additionally, the building hosts many public meetings attended by many different community groups, media, outside agencies, and other City employees.  Police employees, the majority of which are first responders, and visitors rely heavily on the building's three public elevators, which were installed in November 1983.  The three public elevators are traction elevators, one of which is a large service elevator.  Since their initial installation, the control boards have been updated once, in February 2006.  The assets’ hardware has never been updated.  

The Police Bureau has employed many different repair strategies to address the ongoing issues, but because the control boards and other key components of the elevators are now obsolete, repairs are expensive, frustrating, and often impossible for the contractor to effect.


"	Replacement of the elevators in the Justice Center would eliminate an unreliable system that has health and safety risks as well as legal and financial liability risks.																												Y			INCLUDE	12	ADDS											
PL_16	Fair Wage Adjustment																	N																														Y			INCLUDE	NA	ADDS											
PL_17	OMF IA Balancing																	N	"This package includes balancing adjustments for various Office of Management & Finance changes in the FY 2016-17 Budget. These changes include:
$222,987 for the bureau's allocation of move of the data center from the third floor of the Portland Building; funded with new General Fund Discretionary
$398,037 is added to the bureau budget to fund debt service for fueling station infrastructure improvements. This was previously funded through a direct cash transfer from General Fund Funds Management. There is not net change in cost."																													Y			INCLUDE	NA	ADDS											
PL_18	Records Specialist Wage Adjustments																	N																														Y			EXCLUDE	NA	ADDS											
PL_19	FY 2015-16 Carryover: Body Cams, Fleet, M&S																	N																														Y			INCLUDE	NA	ADDS											
PL_20	Radio Replacement Set-Aside																	N																														Y			INCLUDE	NA	ADDS											
PL_21	Police Staffing																	N																														Y			INCLUDE	NA	ADDS											
PL_22	Decision Package																	N																														N			INCLUDE													
PL_23	Decision Package																	N																														N			INCLUDE													
PL_24	Decision Package																	N																														N			INCLUDE													
PL_25	Decision Package																	N																														N			INCLUDE													
PL_26	Decision Package																	N																														N			INCLUDE													
PL_27	Decision Package																	N																														N			INCLUDE													
PL_28	Decision Package																	N																														N			INCLUDE													
PL_29	Decision Package																	N																														N			INCLUDE													
PL_30	Decision Package																	N																														N			INCLUDE													
PL_31	Decision Package																	N																														N			INCLUDE													
PL_32	Decision Package																	N																														N			INCLUDE													
PL_33	Decision Package																	N																														N			INCLUDE													
PL_34	Decision Package																	N																														N			INCLUDE													
PL_35	Decision Package																	N																														N			INCLUDE													
PL_36	Decision Package																	N																														N			INCLUDE													
PL_37	Decision Package																	N																														N			INCLUDE													
PL_38	Decision Package																	N																														N			INCLUDE													
PL_39	Decision Package																	N																														N			INCLUDE													
PL_40	Decision Package																	N																														N			INCLUDE													
PL_41	Decision Package																	N																														N			INCLUDE													
PL_42	Decision Package																	N																														N			INCLUDE													
PL_43	Decision Package																	N																														N			INCLUDE													
PL_44	Decision Package																	N																														N			INCLUDE													
PL_45	Decision Package																	N																														N			INCLUDE													
PL_46	Decision Package																	N																														N			INCLUDE													
PL_47	Decision Package																	N																														N			INCLUDE													
PL_48	Decision Package																	N																														N			INCLUDE													
PL_49	Decision Package																	N																														N			INCLUDE													
PL_50	Decision Package																	N																														N			INCLUDE													
PL_51	Decision Package																	N																														N			INCLUDE													
PL_52	Decision Package																	N																														N			INCLUDE													
PL_53	Decision Package																	N																														N			INCLUDE													
PL_54	Decision Package																	N																														N			INCLUDE													
PL_55	Decision Package																	N																														N			INCLUDE													
PL_56	Decision Package																	N																														N			INCLUDE													
PL_57	Decision Package																	N																														N			INCLUDE													
PL_58	Decision Package																	N																														N			INCLUDE													
PL_59	Decision Package																	N																														N			INCLUDE													
PL_60	Decision Package																	N																														N			INCLUDE													
PN	Bureau of Planning																	C																																														
PN_01	Complete Single-Dwelling Development Code Projec													Code Development				N	"In FY15-16, the bureau started a project to respond to three issues related to recent concerns about the scale of in-fill housing in single-dwelling zones. This often is from infill development that involves demolition of existing houses or development on previously undeveloped lots created by property line adjustments and historically platted narrow/small lots. 

Since demand for housing in Portland single-dwelling neighborhoods will continue to grow, it is important to examine how the development rules can mediate these conflicts while increasing the options for households to find housing in these neighborhoods. The Single-Dwelling Development Code Project is intended to address these issues.

1.	How to better ensure compatible infill through zoning code provisions that affect scale and design of new single-family dwellings such as (a) use of floor area ratios, (b) lot coverage, (b) height, (c) setbacks and (d) required rear yard area.
2.	How to better ensure compatible infill through new regulations controlling infill development on “skinny” lots. 
3.	How to increase the types, sizes, cost, site design and density of units allowed in single-dwelling zones. This is to make high opportunity neighborhoods more accessible to a wider range of income households. This includes allowing flexibility that encourages innovative housing types and development. 

When begun, the project was intended to be complete in the first quarter of 2017. The project has now been broken into two phases.  Phase One will be complete by December 2016 and will include adoption of code changes related to Topic #1 above.  Phase Two will be complete by December 2017 and will cover the other two Topics.
"	"1.	Adoption of zoning code amendments for Topic #1 - the scale of infill houses.
2.	Completion of Discussion Draft on code amendments for Topics #2 and #3.
3.	Public hearing and adoption process for topics #2 and #3 continues into FY17-18.
"																												Y			INCLUDE	02	ADDS											
PN_02	"Completion of New Comprehensive Plan	"													Comprehensive Planning				N	"In FY16-17, City Council is expected to adopt the new Comprehensive Plan policies, land use map, capital project list and supporting documents. This package will then be submitted to the State Department of Land Conservation and Development. Also later in FY16-17, City Council is expected to approve the first set of code and zoning map changes needed to implement the new Comprehensive Plan. With submittal of these deliverables, the City will have completed its submissions to satisfy State Periodic Review requirements. 

This add-package would provide:
•	Funding to continue the lead staff for outreach and public involvement (0.55 FTE). 
•	Funding to continue the project’s public information call center. 
•	Funding to pay for required public notices. 
•	Funding for PBOT work to complete adoption of the Transportation System Plan and implementing code changes. 
"	"Deliverables: 
1.	Adopted Comprehensive Plan and support documents
2.	Public process to review and adopted code and map changes to implement the new Comprehensive Plan and satisfy State Periodic Review requirements


"																												Y			INCLUDE	01	ADDS											
PN_03	"Design Overlay Zone Assessment — Implementation	"													Code Development				N	"Starting in FY15-16, the bureau with BDS is undertaking an assessment of the City design review system. The assessment will be performed by an independent consultant team. Contract and project management will be provided by BPS. Work on the assessment is expected to be complete in December 2016.

Following the assessment, BPS needs to undertake several projects to implement the assessment’s recommendations and to otherwise improve the design review system including: 

1.	The assessment may recommend changes to the design review process and commission structure that require legislative changes to the Zoning Code to implement.

2.	The bureau will initiate an 18-month project to update the community design standards — a core tool of the design review system. These standards are used as part of the non-discretionary review process for projects outside the Central City. This work will be partially supported by an Intergovernmental Agreement with BDS.

3.	The bureau and BDS also have identified a critical need to update the Central City Fundamental guidelines. These are the core guidelines used by the Design Commission and BDS staff in their review of Central City development projects. In FY16-17, the bureau hopes to initiate a project that will continue with additional funding in FY17-18.

These three projects have been identified as key actions to implement the new Comprehensive Plan and the CC2035 Plan. The public has demanded that the quality of new development in fast growing centers and corridors be more reliably of high quality. This is seen as essential for successful growth. Expanding design review may be a way to meet this objective. However, expanding the system to cover centers and corridors will not succeed without improvements to the design review system and tools. 

Design review in the Central City can have even more impact, both positive and negative. Design review in the Central City allows more discretion by the Design Review Commission and its staff. For years now, major weaknesses have been identified, by both BDS and BPS, in the current guidelines. If these are not improved, the design review process cannot reliably deliver expected results in terms of design quality and in the cost effectiveness and efficiency of the design review process. 

The expected pace of development in the next years has made the projects described above priorities for FY16-17.




This add-package would provide:
•	Funding to adequately staff work on the Community Design Standards. 
•	Funding to initiate work on the Central City Fundamental Guidelines — develop scope of work and budget. 
•	Funding to support any legislative code changes needed for implementation of the design review assessment.
"	"
1.	Adoption of code changes based on Design Review Assessment
2.	Scoping, budget, and initiation of Community Design Standards update and Central City Fundamental Design Guidelines update.
"																												Y			INCLUDE	04	ADDS											
PN_04	Transit Corridor Development and CC2035 Planning													Comp Plan & Central City				N	"This package would cut staff positions and contract funds. Both of these positions weaken important bureau functions. Loss of the positions also is a set-back for the shift the bureau needs to accomplish from a work plan dominated by preparing long-range plans to one that implements those plans. 

The work linking transportation and land use has been core to Portland’s planning success. To implement the Comprehensive Plan, the bureau needs to strengthen its leadership and technical abilities related to the multi-bureau community development strategies that are critical to successful transit corridors development.  

By success we mean:
•	having low income households and communities of color share in the benefits of the transit development equitably; 
•	addressing affordable housing and economic development needs; 
•	providing for effective community involvement and leadership in how the corridor develops; 
•	making sure the land use and urban design on the corridor produce development that meets goals for complete communities; and 
•	making sure value capture strategies are used to help pay for the community development efforts.

To meet the requested 5% cut, the bureau believes it must cut a Program Coordinator position that was intended for a new dedicated bureau lead for coordination among land use, development, transportation and transit planning.  Specifically, this position would guide the work of other line staff on new transit corridors such as Powell/Division and SW Barbur and redevelopment along civic corridors such as 82nd Avenue. The elimination of this position will reduce the amount and depth of this work. The responsibilities will no longer have a lead staff and will be divided among other project staff.  

This package also cuts a City Planner I position that is important for completion of the Central City 2035 (CC2035) Plan and for continued Central City planning after CC2035. Two positions in the CC2035 team are limited term positions that will not be funded in FY16-17. The loss of these two positions was to be offset by filling the City Planner I position. To ensure timely completion of CC2035, staff from other programs could be assigned temporarily to the CC2035 team. This, however, would cause delay in other bureau projects.

Upon completion of the CC2035 Plan, BPS has intended to return to core Central City Planning program staffing of three FTE, two Senior Planners and the potentially cut City Planner I position. Loss of this position will leave the Central City Planning program short staffed into the future.
"	Eliminating the Program Coordinator position will reduce coordination among land use, development, transportation and transit planning. These responsibilities will no longer have a lead staff and will be divided among other project staff.  Specific impacts will likely be evident in work on new transit corridors such as Powell/Division and SW Barbur and redevelopment along civic corridors such as 82nd Avenue. Cutting the City Planner I position will result in temporarily reassigning staff from other programs to the Central City team. This, however, would cause delay in other bureau projects, such as code changes related to emergency shelters and schools.																												Y			INCLUDE	03	REDUCTION											
PN_05	Demographic and Housing Research													General Planning				N	"This cut would eliminate a Management Analyst position that has been the bureau lead for demographic and housing related research. The elimination of this position will restrict our ability to support requests for demography analysis and how Portland is changing.  The burden of those requests will fall to other staff and will result in delayed response; alternatively, it may impact project budgets because work needs to shift to consultants.  BPS will lose a level of expertise and understanding of the data sets and that will limit our ability to respond to an increasing number of requests for data from PSC and City Council as they make their recommendations and decisions. 

The types of analysis that has been supported by this position include: housing impact, gentrification vulnerability, Title VI Limited English Proficiency analysis; development permit reporting to Census and PSU Population Research Center; and several projects related to getting accurate counts for Portland in the 2020 census.

The Bureau’s demographer has led a pilot project estimating community-validated count and location mapping for Portland’s Somali population. As Portland continues to diversify, such studies will help advance equity through better understanding of actual population count and population and housing characteristics of this community, but this can be applied to other small populations like the Hmong, the Ukrainians or the Romanian communities. 
"	The elimination of this position will restrict our ability to support requests for demography analysis and how Portland is changing.  The burden of those requests will fall to other staff that can do the work, but may not be as capable and will result in delayed response; alternatively, it may impact project budgets because work needs to shift to consultant.  BPS will lose a level of expertise and understanding of the data sets that will limit our ability to respond to an increasing number of requests for data from PSC and City Council as they make their recommendations and decisions.																												Y			INCLUDE	02	REDUCTION											
PN_06	Sustainability													Sustainability				N	This package reduces staffing for BPS sustainability programs, slowing the implementation of the Climate Action Plan and Climate Change Preparation Strategy and reducing capacity to respond to new opportunities, such as grant solicitations. The cut also shifts some core program management staff (0.1 FTE) to grants, delaying immediate impacts but creating the potential for future volatility.	This package reduces staffing for BPS sustainability programs, slowing the implementation of the Climate Action Plan and Climate Change Preparation Strategy and reducing capacity to respond to new opportunities, such as grant solicitations. Examples of impacted program areas include implementing the City’s new electric vehicle strategy, currently in development, and community solar efforts.																												Y			INCLUDE	01	REDUCTION											
PN_07	Smart Cities													Technical Services				N	"Emerging technologies are creating new ways to use the wealth of urban data to inform key decisions, to improve delivery of city services, and to address City goals around transportation, equity, public health, economic opportunity, community engagement and carbon emissions. Multiple bureaus, including BPS, Technology Services, the Office of Community Technology, Transportation and PDC have been involved in initial “smart city” projects to apply these new approaches to long-standing City priorities. The Comprehensive Plan Map App, for example, has been a key public engagement tool, providing detailed information to and fielding thousands of comments from Portlanders. Of significant note, residents commenting through the Map App have been much more geographically representative than conventional forms of input. Additionally, many private-sector firms, from the largest tech firms to local startups, have approached City bureaus about potential partnerships, and Portland State University (PSU) is also actively developing opportunities connected to City functions and priorities. And, federal agencies are now directing significant funding toward smart city initiatives, such as the $40 million “Smart City Challenge” launched by USDOT in late 2015.

To coordinate effectively across bureaus and build partnerships among public, private, and academic institutions requires dedicated staffing. City staff already participate in several national smart city networks and initiatives, including the MetroLab Network, Envision America, and the Global City Team Challenge, but connecting the opportunities emerging from these networks to relevant bureaus requires much greater communication and coordination. Similarly, the City has already entered into an MOU with PSU as part of the MetroLab Network, and this position will enable the City to make the most of this partnership. The City will also benefit from establishing a smart city strategy that articulates priorities, clarifies roles among bureaus, and identifies focus areas and goals. Central among these priorities is equity, which is not routinely evident in smart cities projects in many cities. 

A current project on SE Powell-Division illustrates the potential of a Portland smart cities initiative. This project will link sophisticated transportation data with demographic analysis and new, affordable air quality sensors. In tandem with the transit improvements proposed to the corridor, the project seeks to improve personal mobility, reduce exposure to air pollution, cut carbon emissions, increase adoption of broadband and wireless technology, and improve economic opportunity and quality of life through access to better healthcare and education. 

State and federal resources to address urban livability and equity issues are scarce, and the City needs to pursue private sector funds and competitive grants to address structural imbalances in service provision and innovation. The Smart Cities arena is a significant opportunity to bring new approaches, technologies and resources to bear on persistent challenges.

In FY16-17, the Program Coordinator funded by this decision package will:
•	Coordinate City-related smart city efforts across bureaus, other public agencies, private sector firms and universities.
•	Develop shared vision, strategic priorities and implementation projects for the City.
•	Identify funding opportunities and coordinate resource development across bureaus and external partners.
•	Track emerging project opportunities.
•	Participate in local and national networks of smart city practitioners to bring successful technologies and concepts to Portland.
"	"Deliverables: 
1.	Portland Smart Cities strategic initiative
2.	Coordination of at least two pilot projects in partnership with other bureaus
3.	Establishing City best practices for work with cellular providers for consideration by PBOT and other operational bureaus.
4.	At least two proposals for external funding or significant partnership
"																												Y			INCLUDE	03	ADDS											
PN_08	Public Trash Can Expansion													Solid Waste & Reduction				N	"BPS currently provides public place garbage collection for 600 garbage cans in seven business districts at an annual cost of about $400,000. 

This decision package would extend public place garbage collection to 24 additional business districts throughout the city. In FY16-17, service would expand to five new areas, with a similar phased expansion in each of the following four years. The total expansion will add approximately 825 additional garbage cans in 24 new service districts. 

As Portland adds population and commercial activity, the city’s neighborhood business districts will experience growing volumes of pedestrians, and public trash cans will become more important to ensuring clean, inviting sidewalks. Public trash cans are currently available inconsistently around the city, with BPS providing service in seven districts, another six providing service themselves, and many others having no service at all. This decision package will expand service to all business districts designated in the new Comprehensive Plan as Regional Centers, Town Centers and Neighborhood Centers.

The total estimated cost for purchasing and installing new cans over five years is $500,000. Annual operating costs for providing collection service, maintenance and repair of the cans for the entire public can program, including currently existing cans, are estimated at $1.1 million after full implementation. This includes 1 additional FTE to manage the program expansion and coordinate on-going program operations. 

Funding this expansion will require two increases of the tonnage fee on commercial solid waste. In FY16-17 the fee would increase by $1.30 per ton, from the current level of $8.30 per ton to $9.60 per ton. An additional increase of $1.30 per ton will be necessary in FY19-20. 
"	"1.	Public trash collection provided in all 31 Comprehensive Plan-designated Regional Centers, Town Centers, and Neighborhood Centers.
2.	Equitable allocation of City resources for keeping neighborhood business districts clean.
3.	Improved community experience of neighborhood business districts (measured through BPS performance metrics of “Percentage of residents rating livability ‘Good’ or ‘Very Good’” and “Overall city livability: Percentage of respondents rating ‘Good’ or ‘Very Good’”).

"																												Y			INCLUDE	05	ADDS											
PN_09	Solar Installs on City Facilities																	N	"To date, the City has just over 500 kilowatts (kW) of solar electricity installed on 13 facilities. Mayor Hales has asked BPS to work toward doubling the amount of solar installed on City facilities, which would bring the installed total to about one megawatt. 

BPS has been evaluating City facilities for solar for over eight years and all of the most cost-effective systems have been installed. We’re in the midst of installing another 70 kilowatts on N. Police Precinct, thanks to a grant from Pacific Power. This will bring our total to 578 kW.

BPS staff have been working with our electrical contractor to review and evaluate the second- and third-tier sites. After further site reviews and financial analysis, three potential projects could be constructed in the short term:








This would bring total installed capacity to about 773 kW.

These three sites are all in Portland General Electric’s service territory. PGE plans to release an RFP for renewable project grant funds sometime in 2016. We have been planning to apply for funds for SWCC since late 2014. Our contractor suggested possibly packaging these three sites together into one proposal for PGE. However, the RFP release has been delayed for close to a year by the Oregon Public Utility Commission (OPUC) and we have no confidence that we can obtain these funds while Mayor Hales is in office. 

If the City were to purchase the two smaller systems, the simple payback would be between 18-20 years. 
"																													Y			EXCLUDE	NA	ADDS											
PN_10	Salmon Safe																	N	"Salmon-Safe is a 501(c)3 nonprofit organization based in Portland whose mission is to transform land management practices so Pacific salmon can thrive in West Coast watersheds. Salmon-Safe has become one of the region's leading ecolabels with more than 95,000 acres of farm and urban lands certified in Oregon, Washington, California, and British Columbia. The Salmon-Safe retail campaign has been featured in 300 supermarkets and natural food stores, delivering important marketplace benefits to participating landowners. 

In 2004, Portland Parks & Recreation became the first parks organization in the country to earn the Salmon-Safe certification, and Parks was recertified in 2012. In 2013, in his address at World Environment Day, Mayor Hales challenged all City operations to obtain Salmon-Safe certification, making Portland the nation’s first Salmon-Safe certified city.  
"																													Y			INCLUDE	NA	ADDS											
PN_11	OMF IA Balancing																	N	"This package includes balancing adjustments for various Office of Management & Finance changes in the FY 2016-17 Budget. These changes include:
$34,560 for the bureau's allocation of move of the data center from the third floor of the Portland Building; funded from contingency
"																													Y			INCLUDE	NA	ADDS											
PN_12	FY 2015-16 Carryover: BPS one-time GF projects																	N																														Y			INCLUDE	NA	ADDS											
PN_13	Decision Package																	N																														N			INCLUDE													
PN_14	Decision Package																	N																														N			INCLUDE													
PN_15	Decision Package																	N																														N			INCLUDE													
PN_16	Decision Package																	N																														N			INCLUDE													
PN_17	Decision Package																	N																														N			INCLUDE													
PN_18	Decision Package																	N																														N			INCLUDE													
PN_19	Decision Package																	N																														N			INCLUDE													
PN_20	Decision Package																	N																														N			INCLUDE													
PN_21	Decision Package																	N																														N			INCLUDE													
PN_22	Decision Package																	N																														N			INCLUDE													
PN_23	Decision Package																	N																														N			INCLUDE													
PN_24	Decision Package																	N																														N			INCLUDE													
PN_25	Decision Package																	N																														N			INCLUDE													
PN_26	Decision Package																	N																														N			INCLUDE													
PN_27	Decision Package																	N																														N			INCLUDE													
PN_28	Decision Package																	N																														N			INCLUDE													
PN_29	Decision Package																	N																														N			INCLUDE													
PN_30	Decision Package																	N																														N			INCLUDE													
PN_31	Decision Package																	N																														N			INCLUDE													
PN_32	Decision Package																	N																														N			INCLUDE													
PN_33	Decision Package																	N																														N			INCLUDE													
PN_34	Decision Package																	N																														N			INCLUDE													
PN_35	Decision Package																	N																														N			INCLUDE													
PN_36	Decision Package																	N																														N			INCLUDE													
PN_37	Decision Package																	N																														N			INCLUDE													
PN_38	Decision Package																	N																														N			INCLUDE													
PN_39	Decision Package																	N																														N			INCLUDE													
PN_40	Decision Package																	N																														N			INCLUDE													
PN_41	Decision Package																	N																														N			INCLUDE													
PN_42	Decision Package																	N																														N			INCLUDE													
PN_43	Decision Package																	N																														N			INCLUDE													
PN_44	Decision Package																	N																														N			INCLUDE													
PN_45	Decision Package																	N																														N			INCLUDE													
PN_46	Decision Package																	N																														N			INCLUDE													
PN_47	Decision Package																	N																														N			INCLUDE													
PN_48	Decision Package																	N																														N			INCLUDE													
PN_49	Decision Package																	N																														N			INCLUDE													
PN_50	Decision Package																	N																														N			INCLUDE													
PS	Commissioner of Public Safety																	C																																	EXCLUDE													
PS_01	OMF IA Balancing													Commissioner's Office				N	"This package includes balancing adjustments for various Office of Management & Finance changes in the FY 2016-17 Budget. These changes include:
$788 for the bureau's allocation of move of the data center from the third floor of the Portland Building.
$47,062 is added to the bureau budget to major maintenance at City Hall. This was previously funded through a direct cash transfer from General Fund Funds Management. The discretionary amount added to the bureau is equal to the transfer. However, additional overhead resources increase the overall contribution to major maintenance.
$1,657 for the office’s allocation of the Daycare Center relocation. 
"																													Y			INCLUDE	NA	ADDS											
PS_02	Decision Package																	N																														N			INCLUDE													
PS_03	Decision Package																	N																														N			INCLUDE													
PS_04	Decision Package																	N																														N			INCLUDE													
PS_05	Decision Package																	N																														N			INCLUDE													
PS_06	Decision Package																	N																														N			INCLUDE													
PS_07	Decision Package																	N																														N			INCLUDE													
PS_08	Decision Package																	N																														N			INCLUDE													
PS_09	Decision Package																	N																														N			INCLUDE													
PS_10	Decision Package																	N																														N			INCLUDE													
PU	Commissioner of Public Utilities																	C																																														
PU_01	OMF IA Balancing													Commissioner's Office				N	"This package includes balancing adjustments for various Office of Management & Finance changes in the FY 2016-17 Budget. These changes include:
$876 for the bureau's allocation of move of the data center from the third floor of the Portland Building.
$50,451 is added to the bureau budget to major maintenance at City Hall. This was previously funded through a direct cash transfer from General Fund Funds Management. The discretionary amount added to the bureau is equal to the transfer. However, additional overhead resources increase the overall contribution to major maintenance.
$1,777 for the office’s allocation of the Daycare Center relocation. 
"																													Y			INCLUDE	NA	ADDS											
PU_02	Decision Package																	N																														N			INCLUDE													
PU_03	Decision Package																	N																														N			INCLUDE													
PU_04	Decision Package																	N																														N			INCLUDE													
PU_05	Decision Package																	N																														N			INCLUDE													
PU_06	Decision Package																	N																														N			INCLUDE													
PU_07	Decision Package																	N																														N			INCLUDE													
PU_08	Decision Package																	N																														N			INCLUDE													
PU_09	Decision Package																	N																														N			INCLUDE													
PU_10	Decision Package																	N																														N			INCLUDE													
PW	Commissioner of Public Works																	C																																														
PW_01	CPW-Eliminate Vacant CSR Position																	N	To comply with the Mayor's direction for 5% cuts, the Commissioner of Public Works is eliminating a vacant CSR position.																													N			EXCLUDE													
PW_02	OMF IA Balancing													Commissioner's Office				N	"This package includes balancing adjustments for various Office of Management & Finance changes in the FY 2016-17 Budget. These changes include:
$802 for the bureau's allocation of move of the data center from the third floor of the Portland Building
$46,777 is added to the bureau budget to major maintenance at City Hall. This was previously funded through a direct cash transfer from General Fund Funds Management. The discretionary amount added to the bureau is equal to the transfer. However, additional overhead resources increase the overall contribution to major maintenance.
$1,647 for the office’s allocation of the Daycare Center relocation. 
"																													Y			INCLUDE	NA	ADDS											
PW_03	Decision Package																	N																														N			INCLUDE													
PW_04	Decision Package																	N																														N			INCLUDE													
PW_05	Decision Package																	N																														N			INCLUDE													
PW_06	Decision Package																	N																														N			INCLUDE													
PW_07	Decision Package																	N																														N			INCLUDE													
PW_08	Decision Package																	N																														N			INCLUDE													
PW_09	Decision Package																	N																														N			INCLUDE													
PW_10	Decision Package																	N																														N			INCLUDE													
SA	Special Appropriations																	C																																														
SA_01	OYVP - Street Level Gang Outreach (SLGO)													Office of Youth Violence Prevention				N	This request is for $52,000 in ongoing General Fund resources to support of the needs of the emerging refugee population of Portland.  In the current budget year, the Office of Youth Violence Prevention (OYVP), through a contract with the Immigrant Refugee Community Organization (IRCO), is supplying funding for two part-time Street Level Gang Outreach (SLGO) worker positions. Due to the rate of growth of Portland’s refugee population, there is a need to change these positions to full time (FTE).  All other SLGO positions are funded at full time.  Due to the dramatic increase in the amount of gang violence experienced nationally as well as locally, shifting current resources for the purpose of funding the part time positions at full time would be detrimental to the other gang impacted populations currently served through the Street Level Gang Outreach Grant Program.	This package would increase Street Level Gang Outreach (SLGO) services currently being provided at half time to full time, which would allow these positions to effectively reach the increased refugee population and to address the increase in gang violence experienced both nationally and locally.																												Y			INCLUDE	NA	ADDS											
SA_02	Innovation Fund 5% Reductions													Special Appropriations				N	The City Council approved $1 million in ongoing Special Appropriations funding for the City of Portland Innovation Fund managed by OMF since FY 2014-15. Special Appropriations will be subject to the 5% cut target. OMF recommends that this cut not be taken. The $50,000 cut from the Innovation Fund would result in up to one major grant and two micro grants not being approved in the next fiscal year. City Council has supported these proposals because they promote equity and opportunity, improve customer service, save time or money for the City or community, and improve City services.	"Beginning in FY 2013-14, City Council provided $1 million in ongoing Special Appropriations funding for the City of Portland Innovation Fund. Management of the Innovation Fund project grants process was moved to OMF in FY 2014-15. Innovation proposals are now evaluated based on the following criteria. The proposal should:
1) Promote equity and opportunity in City government and our community
2) Improve customer service to the community and/or City customers
3) Save time and money for the City, partners, or community members
4) Improve City services and make things better

OMF's goal for managing this process was to contribute to an organizational culture that promotes new ideas. In FY 2014-15, OMF received 134 proposals, staffed the process for an Innovation Fund Review Panel to evaluate the proposals and recommend them for funding, communicated with the 41 project award recipients, supported City staff training opportunities and conducted marketing campaigns to call for ideas.
This decision package complies with the Mayor's budget directions that General Fund bureaus and programs must submit 5% reductions."																												Y			INCLUDE	NA	REDUCTION											
